case_id,city,area,style,level,total_price,unit_price,duration_days,company,year,labor_cost,material_cost,auxiliary_cost,design_cost,furniture_cost,source_url
2232848,广州,100.0,新中式,中档,90000.0,900.0,90,,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10118995/case/2232848.html
2318715,广州,89.0,现代简约,中档,100000.0,1123.5955056179776,70,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/3157493/case/2318715.html
2398790,广州,89.0,混搭,中档,120000.0,1348.314606741573,90,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/470907/case/2398790.html
1771069,广州,99.0,现代简约,中档,140000.0,1414.141414141414,60,叶诚,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/8911637/case/1771069.html
2238962,广州,89.0,现代简约,高档,250000.0,2808.9887640449438,80,彭辉,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/12114666/case/2238962.html
2520321,广州,86.0,现代简约,高档,170000.0,1976.7441860465117,100,,2021,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/15630987/case/2520321.html
2373795,广州,90.0,现代简约,经济型,60000.0,666.6666666666666,90,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/5676390/case/2373795.html
2525445,广州,82.0,日式,中档,100000.0,1219.5121951219512,95,甘有贤,2021,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/15538119/case/2525445.html
15479,广州,83.0,侘寂风,高档,170000.0,2048.1927710843374,76,方界空间设计,2022,0.0,0.0,0.0,0.0,0.0,https://xiaoguotu.to8to.com/case/zxanli/t15479.html
16777,广州,98.0,现代简约,中档,120000.0,1224.4897959183672,60,深圳维斯空间设计,2022,0.0,0.0,0.0,0.0,0.0,https://xiaoguotu.to8to.com/case/zxanli/t16777.html
2262164,广州,100.0,现代简约,中档,120000.0,1200.0,95,付三宝,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/12169865/case/2262164.html
2303765,广州,95.0,现代简约,中档,100000.0,1052.6315789473683,80,吴智雄,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/8833684/case/2303765.html
