community_id,name,house_title,lng,lat,area,total_price,unit_price,listing_count,source,scraped_at,district
2111103318511,电力设计院,琶洲西 电梯三房 装修保养好 看房提前预约,,,104.02,4500000.0,43261.0,1,贝壳二手房列表页,2026-05-26T15:04:59.813344,海珠区
2110343238599282,光大花园榕岸,光大三期高层望江大两房，三面单边，满五唯一,,,78.49,3380000.0,43063.0,1,贝壳二手房列表页,2026-05-26T15:05:21.525624,海珠区
2116051763448007,绿地越秀海玥,绿地越秀海玥 3室2厅 东南,,,101.0,4180000.0,41387.0,1,贝壳二手房列表页,2026-05-26T15:04:59.829829,海珠区
2113309157846739,馨晴轩,江南西 馨晴轩一房一厅 2015年楼 精装拎包入,,,51.76,2100000.0,40572.0,1,贝壳二手房列表页,2026-05-26T15:04:59.830462,海珠区
2110343238860955,金碧花园第一金碧,原装电梯一房 装修保养好 即买即入住,,,25.64,1030000.0,40172.0,1,贝壳二手房列表页,2026-05-26T15:05:21.520093,海珠区
2111103319118,可逸豪苑,装修保养好 一手业主 少有房型放卖,,,91.28,3650000.0,39987.0,1,贝壳二手房列表页,2026-05-26T15:04:59.825550,海珠区
2111103831802,警官学院,滨江东地铁口，校内舒适环境，电梯三房两卫南北对流,,,89.59,3550000.0,39625.0,1,贝壳二手房列表页,2026-05-26T15:05:21.536598,海珠区
2110343238336542,锦丽居,锦丽居 二期 双地铁，安静望花园 大型园林小区,,,45.04,1780000.0,39521.0,1,贝壳二手房列表页,2026-05-26T15:04:59.823528,海珠区
2111103317138,江南花园,江南花园 小高层 望花园 三房两卫,,,97.25,3800000.0,39075.0,1,贝壳二手房列表页,2026-05-26T15:04:59.826129,海珠区
21000000079891,富基广场A区,南向 高层三房 户型方正 随时看房,,,96.41,3680000.0,38171.0,1,贝壳二手房列表页,2026-05-26T15:05:21.528112,海珠区
2111103319267,新港商厦,电商总部 满五唯一 高层南向 看房随时约,,,85.64,3180000.0,37133.0,1,贝壳二手房列表页,2026-05-26T15:04:59.811619,海珠区
2111103316799,翠城花园,翠城5期2011年大两房三阳台，东向望花园省昌小没占,,,78.7,2890000.0,36722.0,1,贝壳二手房列表页,2026-05-26T15:03:49.568544,海珠区
2111103317568,新怡苑,新中轴敦和路shao有正规一房一厅看房方便诚心卖,,,41.91,1500000.0,35791.0,1,贝壳二手房列表页,2026-05-26T15:04:59.831521,海珠区
2111103831630,江南西路,江南西一楼 全明两房 配套成熟,,,67.45,2380000.0,35286.0,1,贝壳二手房列表页,2026-05-26T15:04:59.831018,海珠区
2111103316811,富景花园,富景花园 东南向 安静1房 高层,,,32.69,1150000.0,35179.0,1,贝壳二手房列表页,2026-05-26T15:05:21.535193,海珠区
2111103318751,海韵轩,太古仓珠江边上小区 原装电梯三房中层 户型好景观好,,,93.55,3250000.0,34741.0,1,贝壳二手房列表页,2026-05-26T15:04:59.821511,海珠区
2111103316879,穗花新村,穗花新村 3室1厅 西南,,,63.61,2200000.0,34586.0,1,贝壳二手房列表页,2026-05-26T15:04:59.824241,海珠区
2110343238599205,罗马家园,罗马家园南向大四房 产权清晰 过五唯一,,,164.57,5680000.0,34515.0,1,贝壳二手房列表页,2026-05-26T15:05:21.537856,海珠区
2110343238598672,逸景翠园,高层南北对流实用四房 精装修拎包入住 望小区花园安静,,,110.47,3800000.0,34399.0,1,贝壳二手房列表页,2026-05-26T15:04:59.822905,海珠区
2111103316975,江燕花园,江燕花园 2室2厅 东北,,,76.97,2600000.0,33780.0,1,贝壳二手房列表页,2026-05-26T15:05:21.530719,海珠区
2111103831558,侨雅苑(海珠区),鹭江地铁500米  电梯平层三房 成熟生活圈 交通便利,,,89.14,3000000.0,33655.0,1,贝壳二手房列表页,2026-05-26T15:04:16.022526,海珠区
2110343238860931,第三金碧花园,南向实用精装三房 基础硬装以搞定 投入少 看房方便,,,121.52,4080000.0,33575.0,1,贝壳二手房列表页,2026-05-26T15:04:59.820115,海珠区
2111103317833,汇源小区(海珠区),汇源小区 框架结构 东南向三面采光两房 中层看房方便,,,56.99,1880000.0,32989.0,1,贝壳二手房列表页,2026-05-26T15:04:36.132626,海珠区
2111103831655,前进路(海珠),前进路(海珠) 2室1厅 南,,,31.08,1000000.0,32176.0,1,贝壳二手房列表页,2026-05-26T15:04:59.828540,海珠区
2111103316938,海印南苑,中型花园社区，地铁10号滨江东站 ，环境优美近江边,,,73.09,2350000.0,32153.0,1,贝壳二手房列表页,2026-05-26T15:05:21.533495,海珠区
2111103316423,怡龙大厦,南向 满五唯一 视野开阔 户型方正 安静舒适,,,87.51,2800000.0,31997.0,1,贝壳二手房列表页,2026-05-26T15:05:21.528798,海珠区
2111103316917,鸿荣阁,11号线 100米，燕岗站 花园小区   全明原装电梯两房,,,70.98,2270000.0,31981.0,1,贝壳二手房列表页,2026-05-26T15:05:21.541981,海珠区
2110343238860954,第二金碧花园,金碧二期全明三房格局，厅出阳台，配套齐全,,,81.43,2580000.0,31684.0,1,贝壳二手房列表页,2026-05-26T15:03:49.570535,海珠区
2111103317154,万寿雅苑,万寿雅苑，大三房，出则繁华，入则宁静,,,126.61,4000000.0,31594.0,1,贝壳二手房列表页,2026-05-26T15:04:59.824964,海珠区
2111103316611,动感华庭,动感华庭 3室1厅 北,,,95.4,2980000.0,31237.0,1,贝壳二手房列表页,2026-05-26T15:05:21.540168,海珠区
2110343238599666,康泰花苑(海珠区),江泰路地铁100米，方正全明三房，采光好，精装修,,,88.34,2550000.0,28866.0,1,贝壳二手房列表页,2026-05-26T15:04:36.133263,海珠区
2111103316875,怡龙苑,怡龙苑 2室1厅 北,,,40.04,1150000.0,28722.0,1,贝壳二手房列表页,2026-05-26T15:04:59.812538,海珠区
2111103317441,嘉鸿花园,嘉鸿花园   精装电梯两房   全明户型  三地铁交汇,,,65.78,1880000.0,28581.0,1,贝壳二手房列表页,2026-05-26T15:04:59.826694,海珠区
2111103316816,翠馨华庭,翠馨华庭 2室1厅 西,,,59.76,1700000.0,28448.0,1,贝壳二手房列表页,2026-05-26T15:05:21.534375,海珠区
2110343238861520,富荣新村,富荣新村 温馨电梯平层 南向两房 随时看房 诚心急mai,,,71.05,1980000.0,27868.0,1,贝壳二手房列表页,2026-05-26T15:05:21.518905,海珠区
2111103831751,礼岗路,一楼有个平台  温馨装修保养很好 刚需上车出租都合适,,,31.24,860000.0,27529.0,1,贝壳二手房列表页,2026-05-26T15:05:21.539633,海珠区
2111103318991,邓岗小区,邓岗小区 2室2厅 东,,,69.2,1900000.0,27457.0,1,贝壳二手房列表页,2026-05-26T15:05:21.515891,海珠区
2111103316941,江南雅居,江南雅居二期 南向高层三房 满五唯一 业主诚心急mai,,,104.91,2880000.0,27453.0,1,贝壳二手房列表页,2026-05-26T15:04:59.818804,海珠区
2111103317947,海洋雅苑,海洋雅苑2房 满五唯一 通风采光好,,,58.57,1580000.0,26977.0,1,贝壳二手房列表页,2026-05-26T15:05:21.530082,海珠区
2111103316539,影城花园,影城花园 客村地铁 正规三房 望广州塔  视野好,,,103.93,2800000.0,26942.0,1,贝壳二手房列表页,2026-05-26T15:05:21.526464,海珠区
2120047778605464,革新路110号大院,太古仓商圈带40方平台的三房户型大院管理 准电梯平层,,,79.94,2100000.0,26270.0,1,贝壳二手房列表页,2026-05-26T15:04:59.818027,海珠区
2111103831649,新港西路,南北对流，低楼层，近地铁，总  低容易上车，近年装修,,,31.03,780000.0,25137.0,1,贝壳二手房列表页,2026-05-26T15:05:21.532867,海珠区
2111103317107,怡雅居,怡雅居 2室1厅 北,,,61.75,1500000.0,24292.0,1,贝壳二手房列表页,2026-05-26T15:05:21.527238,海珠区
2111766432017589,鸿运雅轩,南北对流，框架结构，精装修，生活便利,,,31.8,760000.0,23900.0,1,贝壳二手房列表页,2026-05-26T15:05:21.531354,海珠区
2110343238337527,晓港湾,东晓南双地铁300米 小区环境好  电梯中层两房,,,51.75,1200000.0,23189.0,1,贝壳二手房列表页,2026-05-26T15:04:59.814662,海珠区
2111103831627,同福中路,同福中路 2室1厅 东南,,,48.2,1100000.0,22822.0,1,贝壳二手房列表页,2026-05-26T15:04:59.832005,海珠区
2110343238337534,英豪花园,英豪花园  南向三房 望花园安静,,,86.71,1880000.0,21682.0,1,贝壳二手房列表页,2026-05-26T15:05:21.538510,海珠区
2110343238598869,晓园新村晓园新,昌岗温馨实用三房业主急mai看房方便必看靓房,,,85.82,1850000.0,21557.0,1,贝壳二手房列表页,2026-05-26T15:04:59.829166,海珠区
2111103318081,赤岗综合楼,赤岗小区四房带主套 有电梯 户型方正 采光好,,,113.47,2400000.0,21151.0,1,贝壳二手房列表页,2026-05-26T15:05:21.539088,海珠区
2111103317390,时代廊桥,时代廊桥是一个大花园小区 南向大三房 户型方正 实用,,,113.99,2030000.0,17809.0,1,贝壳二手房列表页,2026-05-26T15:04:59.822268,海珠区
