community_id,name,house_title,lng,lat,area,total_price,unit_price,listing_count,source,scraped_at,district
2111103317853,保利康桥,保利康桥 5室2厅 南 北,,,311.54,23800000.0,76395.0,1,贝壳二手房列表页,2026-05-26T15:04:59.817193,海珠区
2111103316761,会展西岸,琶洲电商总部，高品质电梯小区，带车位,,,113.13,8380000.0,74075.0,1,贝壳二手房列表页,2026-05-26T15:04:59.810414,海珠区
2110343238599115,光大花园水岸榕城,此房基本无缺陷，大阳台户型楼层朝向包您满意，包车位,,,125.65,8300000.0,66057.0,1,贝壳二手房列表页,2026-05-26T15:05:21.522607,海珠区
2111103318426,君华江畔豪园,君华江畔豪园 3室1厅 东 南 西,,,108.94,7000000.0,64256.0,1,贝壳二手房列表页,2026-05-26T15:04:59.819480,海珠区
2110343238598865,中山大学宿舍,中山大学宿舍 3室1厅 南,,,89.5,5200000.0,58101.0,1,贝壳二手房列表页,2026-05-26T15:05:21.540739,海珠区
2111103316463,海珠半岛花园,海珠半岛花园二期，滨江东大型小区 看房方便,,,131.21,7200000.0,54874.0,1,贝壳二手房列表页,2026-05-26T15:05:21.535898,海珠区
2110343238599329,兰亭颖园,小高层 三房带主卧 房子方正高层 景观好,,,93.96,4900000.0,52150.0,1,贝壳二手房列表页,2026-05-26T15:05:21.524739,海珠区
2111103318657,万科金域华庭,万科金域华庭 4室2厅 东北,,,107.89,5560000.0,51534.0,1,贝壳二手房列表页,2026-05-26T15:04:59.816324,海珠区
219051395601072,南边路(海珠区),东南向2房，宝yu直，双阳台设计，低楼层，少有放盘,,,63.26,3160000.0,49953.0,1,贝壳二手房列表页,2026-05-26T15:04:36.125135,海珠区
2111103318835,丽海雅居,丽海雅居奢阔大三房 静谧私享空间 理想进阶居所,,,130.13,6500000.0,49951.0,1,贝壳二手房列表页,2026-05-26T15:05:21.517382,海珠区
2111103317127,江丽苑(海珠区),江丽苑 电梯三房 望花园安静 装修保养好,,,70.47,3200000.0,45410.0,1,贝壳二手房列表页,2026-05-26T15:04:36.127672,海珠区
2110343238336971,丽影华庭B区,中轴线客村双地铁上 中轴线旁 精装修2房 南向视野好,,,85.4,3800000.0,44497.0,1,贝壳二手房列表页,2026-05-26T15:05:21.541402,海珠区
2111103316493,金满楼(海珠区),敦和路旧城改造房 大变动 业主套现需要钱 看房方便,,,61.91,2720000.0,43935.0,1,贝壳二手房列表页,2026-05-26T15:04:16.020501,海珠区
