community_id,name,house_title,lng,lat,area,total_price,unit_price,listing_count,source,scraped_at,district
2111103317853,保利康桥,保利康桥 5室2厅 南 北,,,311.54,23800000.0,76395.0,1,贝壳二手房列表页,2026-05-26T16:01:40.074018,海珠区
2111103316761,会展西岸,琶洲电商总部，高品质电梯小区，带车位,,,113.13,8380000.0,74075.0,1,贝壳二手房列表页,2026-05-26T16:01:40.066206,海珠区
2111103318426,君华江畔豪园,君华江畔豪园 3室1厅 东 南 西,,,108.94,7000000.0,64256.0,1,贝壳二手房列表页,2026-05-26T16:01:40.076465,海珠区
2111103318657,万科金域华庭,万科金域华庭 4室2厅 东北,,,107.89,5560000.0,51534.0,1,贝壳二手房列表页,2026-05-26T16:01:40.073242,海珠区
2110343238599329,兰亭颖园,兰亭颖园 3室2厅 东北,,,98.75,5000000.0,50633.0,1,贝壳二手房列表页,2026-05-26T16:01:40.084562,海珠区
219051395601072,南边路(海珠区),东南向2房，宝yu直，双阳台设计，低楼层，少有放盘,,,63.26,3160000.0,49953.0,1,贝壳二手房列表页,2026-05-26T16:01:16.162578,海珠区
2111103317127,江丽苑(海珠区),江丽苑 电梯三房 望花园安静 装修保养好,,,70.47,3200000.0,45410.0,1,贝壳二手房列表页,2026-05-26T16:01:16.164896,海珠区
2111103317114,金沙花园(海珠区),原装电梯小区 南向三房 带30方的大露台 格局方正实用,,,87.61,3950000.0,45087.0,1,贝壳二手房列表页,2026-05-26T16:00:54.787164,海珠区
2111103316493,金满楼(海珠区),敦和路旧城改造房 大变动 业主套现需要钱 看房方便,,,61.91,2720000.0,43935.0,1,贝壳二手房列表页,2026-05-26T16:00:54.800118,海珠区
2111103318511,电力设计院,琶洲西 电梯三房 装修保养好 看房提前预约,,,104.02,4500000.0,43261.0,1,贝壳二手房列表页,2026-05-26T16:01:40.070723,海珠区
2111103319118,可逸豪苑,装修保养好 一手业主 少有房型放卖,,,91.28,3650000.0,39987.0,1,贝壳二手房列表页,2026-05-26T16:01:40.082861,海珠区
2110343238336542,锦丽居,锦丽居 二期 双地铁，安静望花园 大型园林小区,,,45.04,1780000.0,39521.0,1,贝壳二手房列表页,2026-05-26T16:01:40.080941,海珠区
